DATE,TYPE,UR,PA,AL,FI,SB,GR,RI,TR,TO,OR,VI,RV,NV,DG,WS,RV_W,area_id
1926,D,13,0,0,0,0,0,0,0,0,0,0,3,306,0,0,1743,11
1927,W,13,0,0,0,0,0,0,0,0,0,0,3,306,0,0,1743,11
1928,AN,13,0,0,0,0,0,0,0,0,0,0,3,306,0,0,1743,11
1929,C,13,0,0,0,0,0,0,0,0,0,0,3,306,0,0,1743,11
1930,D,13,0,0,0,0,0,0,0,0,0,0,3,306,0,0,1743,11
1931,C,13,0,0,0,0,0,0,0,0,0,0,3,306,0,0,1743,11
1932,D,13,0,0,0,0,0,0,0,0,0,0,3,306,0,0,1743,11
1933,C,13,0,0,0,0,0,0,0,0,0,0,3,306,0,0,1743,11
1934,C,13,0,0,0,0,0,0,0,0,0,0,3,306,0,0,1743,11
1935,BN,13,0,0,0,0,0,0,0,0,0,0,3,306,0,0,1743,11
1936,BN,13,0,0,0,0,0,0,0,0,0,0,3,306,0,0,1743,11
1937,BN,13,0,0,0,0,0,0,0,0,0,0,3,306,0,0,1743,11
1938,W,13,0,0,0,0,0,0,0,0,0,0,3,306,0,0,1743,11
1939,D,13,0,0,0,0,0,0,0,0,0,0,3,306,0,0,1743,11
1940,AN,13,0,0,0,0,0,0,0,0,0,0,3,306,0,0,1743,11
1941,W,13,0,0,0,0,0,0,0,0,0,0,3,306,0,0,1743,11
1942,W,13,0,0,0,0,0,0,0,0,0,0,3,306,0,0,1743,11
1943,W,13,0,0,0,0,0,0,0,0,0,0,3,306,0,0,1743,11
1944,D,13,0,0,0,0,0,0,0,0,0,0,3,306,0,0,1743,11
1945,BN,13,0,0,0,0,0,0,0,0,0,0,3,306,0,0,1743,11
1946,BN,13,0,0,0,0,0,0,0,0,0,0,3,306,0,0,1743,11
1947,D,13,0,0,0,0,0,0,0,0,0,0,3,306,0,0,1743,11
1948,BN,13,0,0,0,0,0,0,0,0,0,0,3,306,0,0,1743,11
1949,D,13,0,0,0,0,0,0,0,0,0,0,3,306,0,0,1743,11
1950,BN,13,0,0,0,0,0,0,0,0,0,0,3,306,0,0,1743,11
1951,AN,13,0,0,0,0,0,0,0,0,0,0,3,306,0,0,1743,11
1952,W,13,0,0,0,0,0,0,0,0,0,0,3,306,0,0,1743,11
1953,W,13,0,0,0,0,0,0,0,0,0,0,3,306,0,0,1743,11
1954,AN,13,0,0,0,0,0,0,0,0,0,0,3,306,0,0,1743,11
1955,D,13,0,0,0,0,0,0,0,0,0,0,3,306,0,0,1743,11
1956,W,13,0,0,0,0,0,0,0,0,0,0,3,306,0,0,1743,11
1957,AN,13,0,0,0,0,0,0,0,0,0,0,3,306,0,0,1743,11
1958,W,13,0,0,0,0,0,0,0,0,0,0,3,306,0,0,1743,11
1959,BN,13,0,0,0,0,0,0,0,0,0,0,3,306,0,0,1743,11
1960,D,13,0,0,0,0,0,0,0,0,0,0,3,306,0,0,1743,11
1961,D,13,0,0,0,0,0,0,0,0,0,0,3,306,0,0,1743,11
1962,BN,13,0,0,0,0,0,0,0,0,0,0,3,306,0,0,1743,11
1963,W,13,0,0,0,0,0,0,0,0,0,0,3,306,0,0,1743,11
1964,D,13,0,0,0,0,0,0,0,0,0,0,3,306,0,0,1743,11
1965,W,13,0,0,0,0,0,0,0,0,0,0,3,306,0,0,1743,11
1966,BN,13,0,0,0,0,0,0,0,0,0,0,3,306,0,0,1743,11
1967,W,13,0,0,0,0,0,0,0,0,0,0,3,306,0,0,1743,11
1968,BN,13,0,0,0,0,0,0,0,0,0,0,3,306,0,0,1743,11
1969,W,13,0,0,0,0,0,0,0,0,0,0,3,306,0,0,1743,11
1970,W,13,0,0,0,0,0,0,0,0,0,0,3,306,0,0,1743,11
1971,W,13,0,0,0,0,0,0,0,0,0,0,3,306,0,0,1743,11
1972,BN,13,0,0,0,0,0,0,0,0,0,0,3,306,0,0,1743,11
1973,AN,13,0,0,0,0,0,0,0,0,0,0,3,306,0,0,1743,11
1974,W,13,0,0,0,0,0,0,0,0,0,0,3,306,0,0,1743,11
1975,W,13,0,0,0,0,0,0,0,0,0,0,3,306,0,0,1743,11
1976,C,13,0,0,0,0,0,0,0,0,0,0,3,306,0,0,1743,11
1977,C,13,0,0,0,0,0,0,0,0,0,0,3,306,0,0,1743,11
1978,AN,13,0,0,0,0,0,0,0,0,0,0,3,306,0,0,1743,11
1979,BN,13,0,0,0,0,0,0,0,0,0,0,3,306,0,0,1743,11
1980,AN,13,0,0,0,0,0,0,0,0,0,0,3,306,0,0,1743,11
1981,D,13,0,0,0,0,0,0,0,0,0,0,3,306,0,0,1743,11
1982,W,13,0,0,0,0,0,0,0,0,0,0,3,306,0,0,1743,11
1983,W,13,0,0,0,0,0,0,0,0,0,0,3,306,0,0,1743,11
1984,W,13,0,0,0,0,0,0,0,0,0,0,3,306,0,0,1743,11
1985,D,13,0,0,0,0,0,0,0,0,0,0,3,306,0,0,1743,11
1986,W,13,0,0,0,0,0,0,0,0,0,0,3,306,0,0,1743,11
1987,D,13,0,0,0,0,0,0,0,0,0,0,3,306,0,0,1743,11
1988,C,13,0,0,0,0,0,0,0,0,0,0,3,306,0,0,1743,11
1989,D,13,0,0,0,0,0,0,0,0,0,0,3,306,0,0,1743,11
1990,C,13,0,0,0,0,0,0,0,0,0,0,3,306,0,0,1743,11
1991,C,13,0,0,0,0,0,0,0,0,0,0,3,306,0,0,1743,11
1992,C,13,0,0,0,0,0,0,0,0,0,0,3,306,0,0,1743,11
1993,AN,13,0,0,0,0,0,0,0,0,0,0,3,306,0,0,1743,11
1994,C,13,0,0,0,0,0,0,0,0,0,0,3,306,0,0,1743,11
1995,W,13,0,0,0,0,0,0,0,0,0,0,3,306,0,0,1743,11
1996,W,13,0,0,0,0,0,0,0,0,0,0,3,306,0,0,1743,11
1997,W,13,0,0,0,0,0,0,0,0,0,0,3,306,0,0,1743,11
1998,W,13,0,0,0,0,0,0,0,0,0,0,3,306,0,0,1743,11
1999,W,13,0,0,0,0,0,0,0,0,0,0,3,306,0,0,1743,11
2000,AN,13,0,0,0,0,0,0,0,0,0,0,3,306,0,0,1743,11
2001,D,13,0,0,0,0,0,0,0,0,0,0,3,306,0,0,1743,11
2002,D,13,0,0,0,0,0,0,0,0,0,0,3,306,0,0,1743,11
2003,AN,13,0,0,0,0,0,0,0,0,0,0,3,306,0,0,1743,11
2004,BN,13,0,0,0,0,0,0,0,0,0,0,3,306,0,0,1743,11
2005,AN,13,0,0,0,0,0,0,0,0,0,0,3,306,0,0,1743,11
2006,W,13,0,0,0,0,0,0,0,0,0,0,3,306,0,0,1743,11
2007,D,13,0,0,0,0,0,0,0,0,0,0,3,306,0,0,1743,11
2008,C,13,0,0,0,0,0,0,0,0,0,0,3,306,0,0,1743,11
2009,D,13,0,0,0,0,0,0,0,0,0,0,3,306,0,0,1743,11
2010,BN,13,0,0,0,0,0,0,0,0,0,0,3,306,0,0,1743,11
2011,W,13,0,0,0,0,0,0,0,0,0,0,3,306,0,0,1743,11
2012,BN,13,0,0,0,0,0,0,0,0,0,0,3,306,0,0,1743,11
2013,D,13,0,0,0,0,0,0,0,0,0,0,3,306,0,0,1743,11
2014,C,13,0,0,0,0,0,0,0,0,0,0,3,306,0,0,1743,11
2015,C,13,0,0,0,0,0,0,0,0,0,0,3,306,0,0,1743,11
2016,BN,13,0,0,0,0,0,0,0,0,0,0,3,306,0,0,1743,11
2017,W,13,0,0,0,0,0,0,0,0,0,0,3,306,0,0,1743,11
2018,BN,13,0,0,0,0,0,0,0,0,0,0,3,306,0,0,1743,11
2019,W,13,0,0,0,0,0,0,0,0,0,0,3,306,0,0,1743,11
2020,AN,13,0,0,0,0,0,0,0,0,0,0,3,306,0,0,1743,11
2021,C,13,0,0,0,0,0,0,0,0,0,0,3,306,0,0,1743,11
2022,BN,13,0,0,0,0,0,0,0,0,0,0,3,306,0,0,1743,11
2023,BN,13,0,0,0,0,0,0,0,0,0,0,3,306,0,0,1743,11
2024,W,13,0,0,0,0,0,0,0,0,0,0,3,306,0,0,1743,11
1922,AN,189,0,0,0,0,0,0,0,0,0,0,1,1737,0,0,1,12
1923,BN,189,0,0,0,0,0,0,0,0,0,0,1,1737,0,0,1,12
1924,C,189,0,0,0,0,0,0,0,0,0,0,1,1737,0,0,1,12
1925,D,189,0,0,0,0,0,0,0,0,0,0,1,1737,0,0,1,12
1926,D,189,0,0,0,0,0,0,0,0,0,0,1,1737,0,0,1,12
1927,W,189,0,0,0,0,0,0,0,0,0,0,1,1737,0,0,1,12
1928,AN,189,0,0,0,0,0,0,0,0,0,0,1,1737,0,0,1,12
1929,C,189,0,0,0,0,0,0,0,0,0,0,1,1737,0,0,1,12
1930,D,189,0,0,0,0,0,0,0,0,0,0,1,1737,0,0,1,12
1931,C,189,0,0,0,0,0,0,0,0,0,0,1,1737,0,0,1,12
1932,D,189,0,0,0,0,0,0,0,0,0,0,1,1737,0,0,1,12
1933,C,189,0,0,0,0,0,0,0,0,0,0,1,1737,0,0,1,12
1934,C,189,0,0,0,0,0,0,0,0,0,0,1,1737,0,0,1,12
1935,BN,189,0,0,0,0,0,0,0,0,0,0,1,1737,0,0,1,12
1936,BN,189,0,0,0,0,0,0,0,0,0,0,1,1737,0,0,1,12
1937,BN,189,0,0,0,0,0,0,0,0,0,0,1,1737,0,0,1,12
1938,W,189,0,0,0,0,0,0,0,0,0,0,1,1737,0,0,1,12
1939,D,189,0,0,0,0,0,0,0,0,0,0,1,1737,0,0,1,12
1940,AN,189,0,0,0,0,0,0,0,0,0,0,1,1737,0,0,1,12
1941,W,189,0,0,0,0,0,0,0,0,0,0,1,1737,0,0,1,12
1942,W,189,0,0,0,0,0,0,0,0,0,0,1,1737,0,0,1,12
1943,W,189,0,0,0,0,0,0,0,0,0,0,1,1737,0,0,1,12
1944,D,189,0,0,0,0,0,0,0,0,0,0,1,1737,0,0,1,12
1945,BN,189,0,0,0,0,0,0,0,0,0,0,1,1737,0,0,1,12
1946,BN,189,0,0,0,0,0,0,0,0,0,0,1,1737,0,0,1,12
1947,D,189,0,0,0,0,0,0,0,0,0,0,1,1737,0,0,1,12
1948,BN,189,0,0,0,0,0,0,0,0,0,0,1,1737,0,0,1,12
1949,D,189,0,0,0,0,0,0,0,0,0,0,1,1737,0,0,1,12
1950,BN,189,0,0,0,0,0,0,0,0,0,0,1,1737,0,0,1,12
1951,AN,189,0,0,0,0,0,0,0,0,0,0,1,1737,0,0,1,12
1952,W,189,0,0,0,0,0,0,0,0,0,0,1,1737,0,0,1,12
1953,W,189,0,0,0,0,0,0,0,0,0,0,1,1737,0,0,1,12
1954,AN,189,0,0,0,0,0,0,0,0,0,0,1,1737,0,0,1,12
1955,D,189,0,0,0,0,0,0,0,0,0,0,1,1737,0,0,1,12
1956,W,189,0,0,0,0,0,0,0,0,0,0,1,1737,0,0,1,12
1957,AN,189,0,0,0,0,0,0,0,0,0,0,1,1737,0,0,1,12
1958,W,189,0,0,0,0,0,0,0,0,0,0,1,1737,0,0,1,12
1959,BN,189,0,0,0,0,0,0,0,0,0,0,1,1737,0,0,1,12
1960,D,189,0,0,0,0,0,0,0,0,0,0,1,1737,0,0,1,12
1961,D,189,0,0,0,0,0,0,0,0,0,0,1,1737,0,0,1,12
1962,BN,189,0,0,0,0,0,0,0,0,0,0,1,1737,0,0,1,12
1963,W,189,0,0,0,0,0,0,0,0,0,0,1,1737,0,0,1,12
1964,D,189,0,0,0,0,0,0,0,0,0,0,1,1737,0,0,1,12
1965,W,189,0,0,0,0,0,0,0,0,0,0,1,1737,0,0,1,12
1966,BN,189,0,0,0,0,0,0,0,0,0,0,1,1737,0,0,1,12
1967,W,189,0,0,0,0,0,0,0,0,0,0,1,1737,0,0,1,12
1968,BN,189,0,0,0,0,0,0,0,0,0,0,1,1737,0,0,1,12
1969,W,189,0,0,0,0,0,0,0,0,0,0,1,1737,0,0,1,12
1970,W,189,0,0,0,0,0,0,0,0,0,0,1,1737,0,0,1,12
1971,W,189,0,0,0,0,0,0,0,0,0,0,1,1737,0,0,1,12
1972,BN,189,0,0,0,0,0,0,0,0,0,0,1,1737,0,0,1,12
1973,AN,189,0,0,0,0,0,0,0,0,0,0,1,1737,0,0,1,12
1974,W,189,0,0,0,0,0,0,0,0,0,0,1,1737,0,0,1,12
1975,W,189,0,0,0,0,0,0,0,0,0,0,1,1737,0,0,1,12
1976,C,189,0,0,0,0,0,0,0,0,0,0,1,1737,0,0,1,12
1977,C,189,0,0,0,0,0,0,0,0,0,0,1,1737,0,0,1,12
1978,AN,189,0,0,0,0,0,0,0,0,0,0,1,1737,0,0,1,12
1979,BN,189,0,0,0,0,0,0,0,0,0,0,1,1737,0,0,1,12
1980,AN,189,0,0,0,0,0,0,0,0,0,0,1,1737,0,0,1,12
1981,D,189,0,0,0,0,0,0,0,0,0,0,1,1737,0,0,1,12
1982,W,189,0,0,0,0,0,0,0,0,0,0,1,1737,0,0,1,12
1983,W,189,0,0,0,0,0,0,0,0,0,0,1,1737,0,0,1,12
1984,W,189,0,0,0,0,0,0,0,0,0,0,1,1737,0,0,1,12
1985,D,189,0,0,0,0,0,0,0,0,0,0,1,1737,0,0,1,12
1986,W,189,0,0,0,0,0,0,0,0,0,0,1,1737,0,0,1,12
1987,D,189,0,0,0,0,0,0,0,0,0,0,1,1737,0,0,1,12
1988,C,189,0,0,0,0,0,0,0,0,0,0,1,1737,0,0,1,12
1989,D,189,0,0,0,0,0,0,0,0,0,0,1,1737,0,0,1,12
1990,C,189,0,0,0,0,0,0,0,0,0,0,1,1737,0,0,1,12
1991,C,189,0,0,0,0,0,0,0,0,0,0,1,1737,0,0,1,12
1992,C,189,0,0,0,0,0,0,0,0,0,0,1,1737,0,0,1,12
1993,AN,189,0,0,0,0,0,0,0,0,0,0,1,1737,0,0,1,12
1994,C,189,0,0,0,0,0,0,0,0,0,0,1,1737,0,0,1,12
1995,W,189,0,0,0,0,0,0,0,0,0,0,1,1737,0,0,1,12
1996,W,189,0,0,0,0,0,0,0,0,0,0,1,1737,0,0,1,12
1997,W,189,0,0,0,0,0,0,0,0,0,0,1,1737,0,0,1,12
1998,W,189,0,0,0,0,0,0,0,0,0,0,1,1737,0,0,1,12
1999,W,189,0,0,0,0,0,0,0,0,0,0,1,1737,0,0,1,12
2000,AN,189,0,0,0,0,0,0,0,0,0,0,1,1737,0,0,1,12
2001,D,189,0,0,0,0,0,0,0,0,0,0,1,1737,0,0,1,12
2002,D,189,0,0,0,0,0,0,0,0,0,0,1,1737,0,0,1,12
2003,AN,189,0,0,0,0,0,0,0,0,0,0,1,1737,0,0,1,12
2004,BN,189,0,0,0,0,0,0,0,0,0,0,1,1737,0,0,1,12
2005,AN,189,0,0,0,0,0,0,0,0,0,0,1,1737,0,0,1,12
2006,W,189,0,0,0,0,0,0,0,0,0,0,1,1737,0,0,1,12
2007,D,189,0,0,0,0,0,0,0,0,0,0,1,1737,0,0,1,12
2008,C,189,0,0,0,0,0,0,0,0,0,0,1,1737,0,0,1,12
2009,D,189,0,0,0,0,0,0,0,0,0,0,1,1737,0,0,1,12
2010,BN,189,0,0,0,0,0,0,0,0,0,0,1,1737,0,0,1,12
2011,W,189,0,0,0,0,0,0,0,0,0,0,1,1737,0,0,1,12
2012,BN,189,0,0,0,0,0,0,0,0,0,0,1,1737,0,0,1,12
2013,D,189,0,0,0,0,0,0,0,0,0,0,1,1737,0,0,1,12
2014,C,189,0,0,0,0,0,0,0,0,0,0,1,1737,0,0,1,12
2015,C,189,0,0,0,0,0,0,0,0,0,0,1,1737,0,0,1,12
2016,BN,189,0,0,0,0,0,0,0,0,0,0,1,1737,0,0,1,12
2017,W,189,0,0,0,0,0,0,0,0,0,0,1,1737,0,0,1,12
2018,BN,189,0,0,0,0,0,0,0,0,0,0,1,1737,0,0,1,12
2019,W,189,0,0,0,0,0,0,0,0,0,0,1,1737,0,0,1,12
2020,AN,189,0,0,0,0,0,0,0,0,0,0,1,1737,0,0,1,12
2021,C,189,0,0,0,0,0,0,0,0,0,0,1,1737,0,0,1,12
2022,BN,189,0,0,0,0,0,0,0,0,0,0,1,1737,0,0,1,12
2023,BN,189,0,0,0,0,0,0,0,0,0,0,1,1737,0,0,1,12
2024,W,189,0,0,0,0,0,0,0,0,0,0,1,1737,0,0,1,12
1922,AN,34,0,0,0,0,0,0,0,0,0,0,275,28,0,0,1124,13
1923,BN,34,0,0,0,0,0,0,0,0,0,0,275,28,0,0,1124,13
1924,C,34,0,0,0,0,0,0,0,0,0,0,275,28,0,0,1124,13
1925,D,34,0,0,0,0,0,0,0,0,0,0,275,28,0,0,1124,13
1926,D,34,0,0,0,0,0,0,0,0,0,0,275,28,0,0,1124,13
1927,W,34,0,0,0,0,0,0,0,0,0,0,275,28,0,0,1124,13
1928,AN,34,0,0,0,0,0,0,0,0,0,0,275,28,0,0,1124,13
1929,C,34,0,0,0,0,0,0,0,0,0,0,275,28,0,0,1124,13
1930,D,34,0,0,0,0,0,0,0,0,0,0,275,28,0,0,1124,13
1931,C,34,0,0,0,0,0,0,0,0,0,0,275,28,0,0,1124,13
1932,D,34,0,0,0,0,0,0,0,0,0,0,275,28,0,0,1124,13
1933,C,34,0,0,0,0,0,0,0,0,0,0,275,28,0,0,1124,13
1934,C,34,0,0,0,0,0,0,0,0,0,0,275,28,0,0,1124,13
1935,BN,34,0,0,0,0,0,0,0,0,0,0,275,28,0,0,1124,13
1936,BN,34,0,0,0,0,0,0,0,0,0,0,275,28,0,0,1124,13
1937,BN,34,0,0,0,0,0,0,0,0,0,0,275,28,0,0,1124,13
1938,W,34,0,0,0,0,0,0,0,0,0,0,275,28,0,0,1124,13
1939,D,34,0,0,0,0,0,0,0,0,0,0,275,28,0,0,1124,13
1940,AN,34,0,0,0,0,0,0,0,0,0,0,275,28,0,0,1124,13
1941,W,34,0,0,0,0,0,0,0,0,0,0,275,28,0,0,1124,13
1942,W,34,0,0,0,0,0,0,0,0,0,0,275,28,0,0,1124,13
1943,W,34,0,0,0,0,0,0,0,0,0,0,275,28,0,0,1124,13
1944,D,34,0,0,0,0,0,0,0,0,0,0,275,28,0,0,1124,13
1945,BN,34,0,0,0,0,0,0,0,0,0,0,275,28,0,0,1124,13
1946,BN,34,0,0,0,0,0,0,0,0,0,0,275,28,0,0,1124,13
1947,D,34,0,0,0,0,0,0,0,0,0,0,275,28,0,0,1124,13
1948,BN,34,0,0,0,0,0,0,0,0,0,0,275,28,0,0,1124,13
1949,D,34,0,0,0,0,0,0,0,0,0,0,275,28,0,0,1124,13
1950,BN,34,0,0,0,0,0,0,0,0,0,0,275,28,0,0,1124,13
1951,AN,34,0,0,0,0,0,0,0,0,0,0,275,28,0,0,1124,13
1952,W,34,0,0,0,0,0,0,0,0,0,0,275,28,0,0,1124,13
1953,W,34,0,0,0,0,0,0,0,0,0,0,275,28,0,0,1124,13
1954,AN,34,0,0,0,0,0,0,0,0,0,0,275,28,0,0,1124,13
1955,D,34,0,0,0,0,0,0,0,0,0,0,275,28,0,0,1124,13
1956,W,34,0,0,0,0,0,0,0,0,0,0,275,28,0,0,1124,13
1957,AN,34,0,0,0,0,0,0,0,0,0,0,275,28,0,0,1124,13
1958,W,34,0,0,0,0,0,0,0,0,0,0,275,28,0,0,1124,13
1959,BN,34,0,0,0,0,0,0,0,0,0,0,275,28,0,0,1124,13
1960,D,34,0,0,0,0,0,0,0,0,0,0,275,28,0,0,1124,13
1961,D,34,0,0,0,0,0,0,0,0,0,0,275,28,0,0,1124,13
1962,BN,34,0,0,0,0,0,0,0,0,0,0,275,28,0,0,1124,13
1963,W,34,0,0,0,0,0,0,0,0,0,0,275,28,0,0,1124,13
1964,D,34,0,0,0,0,0,0,0,0,0,0,275,28,0,0,1124,13
1965,W,34,0,0,0,0,0,0,0,0,0,0,275,28,0,0,1124,13
1966,BN,34,0,0,0,0,0,0,0,0,0,0,275,28,0,0,1124,13
1967,W,34,0,0,0,0,0,0,0,0,0,0,275,28,0,0,1124,13
1968,BN,34,0,0,0,0,0,0,0,0,0,0,275,28,0,0,1124,13
1969,W,34,0,0,0,0,0,0,0,0,0,0,275,28,0,0,1124,13
1970,W,34,0,0,0,0,0,0,0,0,0,0,275,28,0,0,1124,13
1971,W,34,0,0,0,0,0,0,0,0,0,0,275,28,0,0,1124,13
1972,BN,34,0,0,0,0,0,0,0,0,0,0,275,28,0,0,1124,13
1973,AN,34,0,0,0,0,0,0,0,0,0,0,275,28,0,0,1124,13
1974,W,34,0,0,0,0,0,0,0,0,0,0,275,28,0,0,1124,13
1975,W,34,0,0,0,0,0,0,0,0,0,0,275,28,0,0,1124,13
1976,C,34,0,0,0,0,0,0,0,0,0,0,275,28,0,0,1124,13
1977,C,34,0,0,0,0,0,0,0,0,0,0,275,28,0,0,1124,13
1978,AN,34,0,0,0,0,0,0,0,0,0,0,275,28,0,0,1124,13
1979,BN,34,0,0,0,0,0,0,0,0,0,0,275,28,0,0,1124,13
1980,AN,34,0,0,0,0,0,0,0,0,0,0,275,28,0,0,1124,13
1981,D,34,0,0,0,0,0,0,0,0,0,0,275,28,0,0,1124,13
1982,W,34,0,0,0,0,0,0,0,0,0,0,275,28,0,0,1124,13
1983,W,34,0,0,0,0,0,0,0,0,0,0,275,28,0,0,1124,13
1984,W,34,0,0,0,0,0,0,0,0,0,0,275,28,0,0,1124,13
1985,D,34,0,0,0,0,0,0,0,0,0,0,275,28,0,0,1124,13
1986,W,34,0,0,0,0,0,0,0,0,0,0,275,28,0,0,1124,13
1987,D,34,0,0,0,0,0,0,0,0,0,0,275,28,0,0,1124,13
1988,C,34,0,0,0,0,0,0,0,0,0,0,275,28,0,0,1124,13
1989,D,34,0,0,0,0,0,0,0,0,0,0,275,28,0,0,1124,13
1990,C,34,0,0,0,0,0,0,0,0,0,0,275,28,0,0,1124,13
1991,C,34,0,0,0,0,0,0,0,0,0,0,275,28,0,0,1124,13
1992,C,34,0,0,0,0,0,0,0,0,0,0,275,28,0,0,1124,13
1993,AN,34,0,0,0,0,0,0,0,0,0,0,275,28,0,0,1124,13
1994,C,34,0,0,0,0,0,0,0,0,0,0,275,28,0,0,1124,13
1995,W,34,0,0,0,0,0,0,0,0,0,0,275,28,0,0,1124,13
1996,W,34,0,0,0,0,0,0,0,0,0,0,275,28,0,0,1124,13
1997,W,34,0,0,0,0,0,0,0,0,0,0,275,28,0,0,1124,13
1998,W,34,0,0,0,0,0,0,0,0,0,0,275,28,0,0,1124,13
1999,W,34,0,0,0,0,0,0,0,0,0,0,275,28,0,0,1124,13
2000,AN,34,0,0,0,0,0,0,0,0,0,0,275,28,0,0,1124,13
2001,D,34,0,0,0,0,0,0,0,0,0,0,275,28,0,0,1124,13
2002,D,34,0,0,0,0,0,0,0,0,0,0,275,28,0,0,1124,13
2003,AN,34,0,0,0,0,0,0,0,0,0,0,275,28,0,0,1124,13
2004,BN,34,0,0,0,0,0,0,0,0,0,0,275,28,0,0,1124,13
2005,AN,34,0,0,0,0,0,0,0,0,0,0,275,28,0,0,1124,13
2006,W,34,0,0,0,0,0,0,0,0,0,0,275,28,0,0,1124,13
2007,D,34,0,0,0,0,0,0,0,0,0,0,275,28,0,0,1124,13
2008,C,34,0,0,0,0,0,0,0,0,0,0,275,28,0,0,1124,13
2009,D,34,0,0,0,0,0,0,0,0,0,0,275,28,0,0,1124,13
2010,BN,34,0,0,0,0,0,0,0,0,0,0,275,28,0,0,1124,13
2011,W,34,0,0,0,0,0,0,0,0,0,0,275,28,0,0,1124,13
2012,BN,34,0,0,0,0,0,0,0,0,0,0,275,28,0,0,1124,13
2013,D,34,0,0,0,0,0,0,0,0,0,0,275,28,0,0,1124,13
2014,C,34,0,0,0,0,0,0,0,0,0,0,275,28,0,0,1124,13
2015,C,34,0,0,0,0,0,0,0,0,0,0,275,28,0,0,1124,13
2016,BN,34,0,0,0,0,0,0,0,0,0,0,275,28,0,0,1124,13
2017,W,34,0,0,0,0,0,0,0,0,0,0,275,28,0,0,1124,13
2018,BN,34,0,0,0,0,0,0,0,0,0,0,275,28,0,0,1124,13
2019,W,34,0,0,0,0,0,0,0,0,0,0,275,28,0,0,1124,13
2020,AN,34,0,0,0,0,0,0,0,0,0,0,275,28,0,0,1124,13
2021,C,34,0,0,0,0,0,0,0,0,0,0,275,28,0,0,1124,13
2022,BN,34,0,0,0,0,0,0,0,0,0,0,275,28,0,0,1124,13
2023,BN,34,0,0,0,0,0,0,0,0,0,0,275,28,0,0,1124,13
2024,W,34,0,0,0,0,0,0,0,0,0,0,275,28,0,0,1124,13
1922,AN,46,0,0,0,0,0,0,0,0,0,0,592,2,0,0,19,14
1923,BN,46,0,0,0,0,0,0,0,0,0,0,592,2,0,0,19,14
1924,C,46,0,0,0,0,0,0,0,0,0,0,592,2,0,0,19,14
1925,D,46,0,0,0,0,0,0,0,0,0,0,592,2,0,0,19,14
1926,D,46,0,0,0,0,0,0,0,0,0,0,592,2,0,0,19,14
1927,W,46,0,0,0,0,0,0,0,0,0,0,592,2,0,0,19,14
1928,AN,46,0,0,0,0,0,0,0,0,0,0,592,2,0,0,19,14
1929,C,46,0,0,0,0,0,0,0,0,0,0,592,2,0,0,19,14
1930,D,46,0,0,0,0,0,0,0,0,0,0,592,2,0,0,19,14
1931,C,46,0,0,0,0,0,0,0,0,0,0,592,2,0,0,19,14
1932,D,46,0,0,0,0,0,0,0,0,0,0,592,2,0,0,19,14
1933,C,46,0,0,0,0,0,0,0,0,0,0,592,2,0,0,19,14
1934,C,46,0,0,0,0,0,0,0,0,0,0,592,2,0,0,19,14
1935,BN,46,0,0,0,0,0,0,0,0,0,0,592,2,0,0,19,14
1936,BN,46,0,0,0,0,0,0,0,0,0,0,592,2,0,0,19,14
1937,BN,46,0,0,0,0,0,0,0,0,0,0,592,2,0,0,19,14
1938,W,46,0,0,0,0,0,0,0,0,0,0,592,2,0,0,19,14
1939,D,46,0,0,0,0,0,0,0,0,0,0,592,2,0,0,19,14
1940,AN,46,0,0,0,0,0,0,0,0,0,0,592,2,0,0,19,14
1941,W,46,0,0,0,0,0,0,0,0,0,0,592,2,0,0,19,14
1942,W,46,0,0,0,0,0,0,0,0,0,0,592,2,0,0,19,14
1943,W,46,0,0,0,0,0,0,0,0,0,0,592,2,0,0,19,14
1944,D,46,0,0,0,0,0,0,0,0,0,0,592,2,0,0,19,14
1945,BN,46,0,0,0,0,0,0,0,0,0,0,592,2,0,0,19,14
1946,BN,46,0,0,0,0,0,0,0,0,0,0,592,2,0,0,19,14
1947,D,46,0,0,0,0,0,0,0,0,0,0,592,2,0,0,19,14
1948,BN,46,0,0,0,0,0,0,0,0,0,0,592,2,0,0,19,14
1949,D,46,0,0,0,0,0,0,0,0,0,0,592,2,0,0,19,14
1950,BN,46,0,0,0,0,0,0,0,0,0,0,592,2,0,0,19,14
1951,AN,46,0,0,0,0,0,0,0,0,0,0,592,2,0,0,19,14
1952,W,46,0,0,0,0,0,0,0,0,0,0,592,2,0,0,19,14
1953,W,46,0,0,0,0,0,0,0,0,0,0,592,2,0,0,19,14
1954,AN,46,0,0,0,0,0,0,0,0,0,0,592,2,0,0,19,14
1955,D,46,0,0,0,0,0,0,0,0,0,0,592,2,0,0,19,14
1956,W,46,0,0,0,0,0,0,0,0,0,0,592,2,0,0,19,14
1957,AN,46,0,0,0,0,0,0,0,0,0,0,592,2,0,0,19,14
1958,W,46,0,0,0,0,0,0,0,0,0,0,592,2,0,0,19,14
1959,BN,46,0,0,0,0,0,0,0,0,0,0,592,2,0,0,19,14
1960,D,46,0,0,0,0,0,0,0,0,0,0,592,2,0,0,19,14
1961,D,46,0,0,0,0,0,0,0,0,0,0,592,2,0,0,19,14
1962,BN,46,0,0,0,0,0,0,0,0,0,0,592,2,0,0,19,14
